iter	Logloss
0	0.5206669451
1	0.404639167
2	0.3161041578
3	0.2587946303
4	0.1998749233
5	0.1675845385
6	0.1501801543
7	0.1298945493
8	0.1148402521
9	0.1014927637
10	0.09491845327
11	0.08663213386
12	0.0823061786
13	0.07840106303
14	0.0761106913
15	0.07399779266
16	0.07171154966
17	0.07004225295
18	0.06892736818
19	0.06783158536
20	0.06632622514
21	0.0657219825
22	0.0645257487
23	0.06408651455
24	0.06258414492
25	0.0619591046
26	0.06132717088
27	0.06132704784
28	0.06069920103
29	0.05980001985
30	0.05912232632
31	0.05848114087
32	0.0582926586
33	0.0575956567
34	0.05736368878
35	0.05734060472
36	0.05680158529
37	0.0565976934
38	0.05646623777
39	0.05634338417
40	0.05581397987
41	0.05472657384
42	0.05455669922
43	0.05417107418
44	0.05395865265
45	0.05353564186
46	0.05328599007
47	0.05223756126
48	0.05223749648
49	0.05198791653
50	0.0517855624
51	0.05143205593
52	0.05141407781
53	0.05140250462
54	0.05137843519
55	0.05087487789
56	0.05084855651
57	0.05081839449
58	0.05078650986
59	0.05067218005
60	0.05067212058
61	0.05052158031
62	0.05045008361
63	0.05017382024
64	0.04991836145
65	0.04963537052
66	0.04911196315
67	0.04826110135
68	0.04816157386
69	0.04806823489
70	0.04786112072
71	0.04782395697
72	0.04732974176
73	0.04657776473
74	0.04644116094
75	0.04644098065
76	0.04612627094
77	0.04597836736
78	0.04578945325
79	0.04565061371
80	0.0453822783
81	0.04526957079
82	0.04516856861
83	0.04475568819
84	0.04475563822
85	0.04458017495
86	0.04451419319
87	0.04445095926
88	0.04430761595
89	0.04430761467
90	0.04401779036
91	0.04380268319
92	0.04361532302
93	0.04330264556
94	0.04238283965
95	0.04218961739
96	0.04210076318
97	0.04192656165
98	0.04179785803
99	0.04131740543
100	0.04122433591
101	0.04118740197
102	0.03984640803
103	0.0397282974
104	0.03938084117
105	0.03930012649
106	0.03911324171
107	0.0390696355
108	0.03902781883
109	0.0389318924
110	0.03887040086
111	0.03883721918
112	0.03874901251
113	0.03870246823
114	0.03870245878
115	0.03870245354
116	0.0385820978
117	0.03851492548
118	0.03839136699
119	0.03806380954
120	0.03800963839
121	0.03795215502
122	0.03789799809
123	0.03786907267
124	0.03781017837
125	0.03775669605
126	0.03727200858
127	0.03655958602
128	0.03649267184
129	0.0362626982
130	0.03624282448
131	0.03593260137
132	0.03588592636
133	0.03571374755
134	0.0356316234
135	0.03523433053
136	0.03519310082
137	0.03515139095
138	0.03511641139
139	0.03508322628
140	0.03480687414
141	0.0346563317
142	0.0338696105
143	0.03386959111
144	0.03384483977
145	0.0338082067
146	0.03374205875
147	0.03320684049
148	0.03298334395
149	0.03295309758
150	0.0326796061
151	0.03266569175
152	0.03211871812
153	0.03194459902
154	0.03192085082
155	0.03187561122
156	0.03124725562
157	0.0309880307
158	0.03095028464
159	0.0306465859
160	0.03060770738
161	0.03054171529
162	0.0304820276
163	0.03046132324
164	0.03045224176
165	0.0303826295
166	0.0303364907
167	0.03003546337
168	0.02984750889
169	0.02982959465
170	0.0297817351
171	0.02976764399
172	0.02953592548
173	0.02945812908
174	0.02944221284
175	0.02922256829
176	0.02911783539
177	0.0290828948
178	0.02905888833
179	0.02900103398
180	0.02891369273
181	0.02888305234
182	0.02866287583
183	0.0286350994
184	0.02849345411
185	0.02846559648
186	0.0284181318
187	0.02840249327
188	0.02823729589
189	0.02813613839
190	0.02796076592
191	0.02776012289
192	0.02764240941
193	0.02761991384
194	0.0274959176
195	0.02749126787
196	0.02732757606
197	0.02701025709
198	0.02692009629
199	0.0269063502
200	0.02680770137
201	0.02680767232
202	0.02675163565
203	0.02673172651
204	0.02673169729
205	0.02664165537
206	0.02658622442
207	0.0265861675
208	0.02658611065
209	0.02651687597
210	0.02651664726
211	0.02647389056
212	0.02634063712
213	0.02634058286
214	0.02619794152
215	0.02607315595
216	0.02576944287
217	0.02561934208
218	0.02561912761
219	0.02546366908
220	0.02542459558
221	0.02531422683
222	0.02528731647
223	0.02526351863
224	0.02526349254
225	0.02526346648
226	0.02492433559
227	0.02474489426
228	0.02474486887
229	0.0247448435
230	0.02445760359
231	0.02426049925
232	0.02426049925
233	0.02426049925
234	0.02406661274
235	0.02406635774
236	0.02406634508
237	0.02404551231
238	0.02402496452
239	0.02402074637
240	0.02402071857
241	0.02371144674
242	0.02370769584
243	0.02347811847
244	0.02341155915
245	0.02332222459
246	0.02328097591
247	0.02326625333
248	0.02322887532
249	0.02307948279
250	0.02280736344
251	0.02276460533
252	0.02268352617
253	0.02265653341
254	0.02248330622
255	0.02248316113
256	0.02225290362
257	0.02225288718
258	0.02205265952
259	0.02175454769
260	0.02165626051
261	0.02138678985
262	0.02123108753
263	0.02120945286
264	0.02116592417
265	0.0211658634
266	0.02092308667
267	0.02082808875
268	0.02067711522
269	0.02067704595
270	0.02066086736
271	0.02059418326
272	0.02052982371
273	0.020529799
274	0.02050895556
275	0.02035493828
276	0.02029197614
277	0.02029196142
278	0.02026951966
279	0.01995899749
280	0.01995507465
281	0.01977264778
282	0.01970631142
283	0.01962444155
284	0.01959078458
285	0.01959051805
286	0.01954744146
287	0.0195474337
288	0.01952962012
289	0.01936818551
290	0.0192467037
291	0.0192467037
292	0.01924664488
293	0.01921166858
294	0.01902848354
295	0.01899284164
296	0.01879594327
297	0.01877957331
298	0.01877955221
299	0.01876277766
300	0.01861561785
301	0.01857982569
302	0.0184126357
303	0.01839801855
304	0.01839797969
305	0.01837991707
306	0.01837013096
307	0.01837013096
308	0.01818475625
309	0.01818463471
310	0.01818463258
311	0.01811055731
312	0.01794761307
313	0.01778394151
314	0.01775621732
315	0.01765521614
316	0.01760042033
