iter	Logloss
317	0.0175289693
318	0.01752879434
319	0.01751804046
320	0.01739407053
321	0.01738781144
322	0.01737451889
323	0.01728383702
324	0.01718291933
325	0.01713139668
326	0.0170051623
327	0.01699679654
328	0.01696784128
329	0.01688977755
330	0.01688176019
331	0.01686919798
332	0.01677387243
333	0.01666183634
334	0.01666181566
335	0.01659292216
336	0.01659288073
337	0.01659281955
338	0.01656652282
339	0.016566461
340	0.01654964792
341	0.01648744009
342	0.01648165259
343	0.01646010908
344	0.01642176601
345	0.01642175084
346	0.01634840643
347	0.01632198023
348	0.01629861334
349	0.01624249446
350	0.01605952152
351	0.01595169813
352	0.01594488797
353	0.0159335183
354	0.0158544559
355	0.01578717705
356	0.01578717705
357	0.01577939911
358	0.01563378606
359	0.01557036171
360	0.01556075763
361	0.01556075763
362	0.01555258099
363	0.01555256452
364	0.0155525534
365	0.0155525534
366	0.01554556253
367	0.01554545237
368	0.01545056893
369	0.01545051564
370	0.01545049273
371	0.01542961155
372	0.01540900149
373	0.01540895521
374	0.015394989
375	0.01539480432
376	0.01538604028
377	0.01538577366
378	0.01538555225
379	0.01538546371
380	0.01537369999
381	0.01537363268
382	0.01529468308
383	0.0151961748
384	0.01519615313
385	0.01519571374
386	0.01519565063
387	0.01519557678
388	0.01518256478
389	0.01517992896
390	0.01508684723
391	0.01505825679
392	0.01505824001
393	0.01504462395
394	0.0150203431
395	0.0149962902
396	0.01499195296
397	0.01494792918
398	0.01486533281
399	0.01479708392
400	0.01477654632
401	0.01475331754
402	0.01474475969
403	0.01466773918
404	0.01462229096
405	0.01460590741
406	0.01453702188
407	0.0145283513
408	0.01452830551
409	0.01447253646
410	0.01438992804
411	0.01434968248
412	0.01427631279
413	0.014226983
414	0.01418898614
415	0.01408663233
416	0.01408655296
417	0.01408655153
418	0.01406196311
419	0.0140004065
420	0.01382580589
421	0.01379561346
422	0.0137956074
423	0.01377056756
424	0.01377054847
425	0.01377029839
426	0.01377028732
427	0.01367575265
428	0.0136145661
429	0.01361452061
430	0.01355810247
431	0.01355809623
432	0.01355806142
433	0.01355804404
434	0.01355799406
435	0.01355788453
436	0.01355784976
437	0.01355784751
438	0.0135353763
439	0.01345962002
440	0.01340070005
441	0.01336325571
442	0.0132497484
443	0.01324972972
444	0.01324297895
445	0.01319197297
446	0.01319189468
447	0.01319187709
448	0.01317067339
449	0.01313220593
450	0.01311577231
451	0.01311575815
452	0.01311551794
453	0.01311550198
454	0.01311548603
455	0.01311128534
456	0.0131110755
457	0.01311106543
458	0.01311105745
459	0.01311104948
460	0.01310340058
461	0.01310338634
462	0.0131033704
463	0.01310336026
464	0.0131033134
465	0.01310330329
466	0.01310329319
467	0.01310326134
468	0.01310323799
469	0.01310323799
470	0.01310320618
471	0.01310319029
472	0.01310318831
473	0.01310318831
474	0.01309715733
475	0.01309710026
476	0.01309061368
477	0.01302699901
478	0.01300969807
479	0.01295467471
480	0.01293466067
481	0.01293464185
482	0.01293443735
483	0.01283965384
484	0.01283957087
485	0.01275624746
486	0.01275618166
487	0.01268067325
488	0.01268065938
489	0.01263728445
490	0.01263727167
491	0.01263725893
492	0.01263724621
493	0.01263722083
494	0.01262483527
495	0.01262100875
496	0.01262097566
497	0.01262096898
498	0.01257215506
499	0.01257202805
