iter	F1	Logloss
78	0.9985794047	0.003421126186
79	0.9985794047	0.003421126186
80	0.9986455684	0.003399084378
81	0.9986455684	0.003383069725
82	0.9986455684	0.003366072455
83	0.9986455684	0.003366064724
84	0.9986786469	0.003360512328
85	0.9986786469	0.003347803351
86	0.9987117233	0.003207477605
87	0.9987447975	0.00319644878
88	0.9987447975	0.00319641674
89	0.9988109394	0.003099389354
90	0.9987778695	0.00308766114
91	0.9988109394	0.003065781591
92	0.9988109394	0.003065770127
93	0.9988109394	0.003065765486
94	0.9988109394	0.003058803506
95	0.9988109394	0.003055428163
96	0.9988109394	0.003042098706
97	0.9988109394	0.003042096682
98	0.9988109394	0.003042094945
99	0.9988109394	0.003042081595
100	0.9988109394	0.003034929374
101	0.9988109394	0.003034922516
102	0.9988109394	0.003034908272
103	0.9988109394	0.003027370993
104	0.9988109394	0.003017627722
105	0.9988109394	0.00301760824
106	0.9988109394	0.003017602294
107	0.9988109394	0.003012200637
108	0.9988109394	0.00301219576
109	0.9988109394	0.0030121818
110	0.9988109394	0.003003013684
111	0.9988109394	0.003003010614
112	0.9988109394	0.002998125935
113	0.9988109394	0.002990639046
114	0.998844007	0.00289760207
115	0.9988770725	0.00288731198
116	0.998844007	0.002878609101
117	0.998844007	0.002878608123
118	0.998844007	0.002878575394
119	0.998844007	0.002869294235
120	0.998844007	0.00286929174
121	0.998844007	0.002869280514
122	0.998844007	0.00286276377
123	0.998844007	0.002846377223
124	0.998844007	0.002846375809
125	0.9988770725	0.002838356825
126	0.9989431968	0.002720246134
127	0.9989431968	0.002720241945
128	0.9989431968	0.00272023996
129	0.9989431968	0.00271139576
130	0.9989431968	0.002711391827
131	0.9989431968	0.002711389074
132	0.9989431968	0.002704811439
133	0.9989431968	0.002704807903
134	0.9989431968	0.002688319724
135	0.9989431968	0.002681225079
136	0.9989431968	0.00268122123
137	0.9989431968	0.002681220494
138	0.9989431968	0.002681218717
139	0.9989431968	0.002673655913
140	0.9989431968	0.002673654271
141	0.9989431968	0.002673652069
142	0.9989431968	0.002673652069
143	0.9989431968	0.00267035133
144	0.9989431968	0.002668860774
145	0.9989431968	0.002658183064
146	0.9989431968	0.002658174633
147	0.9989431968	0.002658173683
148	0.9989431968	0.002658171393
149	0.9989431968	0.00265816844
150	0.9989431968	0.002658161483
151	0.9989762557	0.002535576627
152	0.9989762557	0.00253556309
153	0.9989762557	0.002535561661
154	0.9989762557	0.002535560345
155	0.9989762557	0.002535556519
156	0.9989762557	0.002535553701
157	0.9989762557	0.002535537147
158	0.9989762557	0.002525608877
159	0.9989762557	0.002525603889
160	0.9989762557	0.002520385264
161	0.9990093125	0.002443388003
162	0.9990093125	0.002443372987
163	0.9990093125	0.002443360553
164	0.9990093125	0.002443353712
165	0.999042367	0.002435599511
166	0.999042367	0.002435589335
167	0.999042367	0.002435582277
168	0.999042367	0.002429037356
169	0.999042367	0.002429034977
170	0.999042367	0.002429032599
171	0.999042367	0.002429029816
172	0.999042367	0.002429027441
173	0.999042367	0.002422546994
174	0.999042367	0.002422543449
175	0.999042367	0.002416576076
176	0.999042367	0.002416565653
177	0.999042367	0.002416556182
178	0.999042367	0.002416551454
179	0.999042367	0.002416549
180	0.999042367	0.002416544672
181	0.999042367	0.002416542211
182	0.999042367	0.002416534179
183	0.999042367	0.002416529297
184	0.999042367	0.002416529297
185	0.999042367	0.002416529297
186	0.999042367	0.002416524559
187	0.999042367	0.002416523697
188	0.999042367	0.002416514323
189	0.999042367	0.002416514323
190	0.999042367	0.002416493507
191	0.999042367	0.002416490825
192	0.999042367	0.002416484102
193	0.999042367	0.002416480686
194	0.999042367	0.002416357306
195	0.999042367	0.002416346996
196	0.999042367	0.002416327775
197	0.999042367	0.002410824446
198	0.999042367	0.002410818105
199	0.999042367	0.002410814098
200	0.999042367	0.002410796481
201	0.999042367	0.002410796481
202	0.999042367	0.00241077888
203	0.999042367	0.002410775496
204	0.999042367	0.002410766735
205	0.999042367	0.002410746698
206	0.999042367	0.002410732461
207	0.999042367	0.002410731375
208	0.999042367	0.002410621988
209	0.999042367	0.002410615314
210	0.999042367	0.002410611007
211	0.999042367	0.002410609533
212	0.999042367	0.002409329046
213	0.999042367	0.002409323668
214	0.999042367	0.002409316129
215	0.999042367	0.002409312141
216	0.999042367	0.002409308158
217	0.9991745633	0.002347013132
218	0.9991745633	0.002347011503
219	0.9991745633	0.002347003281
220	0.9991745633	0.002341975775
221	0.9991745633	0.002336540255
222	0.9991745633	0.002336536923
223	0.9991745633	0.002336532182
224	0.9991745633	0.00233191339
225	0.9991745633	0.002327655982
226	0.9991745633	0.0023276521
227	0.9991745633	0.0023276521
228	0.9991745633	0.002327649203
229	0.9991745633	0.002327649203
230	0.9991745633	0.002327645296
231	0.9991745633	0.002327645296
232	0.9991745633	0.002327638698
233	0.9991745633	0.002327637976
234	0.9991745633	0.002322468068
235	0.9991745633	0.002317661731
236	0.9991745633	0.002313760785
237	0.9991745633	0.002313755299
238	0.9991745633	0.002313755299
239	0.9991745633	0.002313755299
240	0.9991745633	0.002313752452
241	0.9991745633	0.002313746766
242	0.9991745633	0.002313745401
243	0.9991745633	0.002285352574
244	0.9991745633	0.002285352574
245	0.9991745633	0.002285351736
246	0.9991745633	0.00228534817
247	0.9991745633	0.00228534091
248	0.9991745633	0.002285339491
249	0.9991745633	0.002285332239
250	0.9991745633	0.002285328352
251	0.9991745633	0.002285321095
252	0.9991745633	0.002285319683
253	0.9991745633	0.002285312435
254	0.9991745633	0.002285311023
255	0.9991745633	0.002285309609
256	0.9991745633	0.002285309609
257	0.9991745633	0.002285309609
258	0.9991745633	0.002285309609
259	0.9991745633	0.002285309609
260	0.9991745633	0.002285305029
261	0.9991745633	0.002285303616
262	0.9991745633	0.002285301685
263	0.9991745633	0.002285300277
264	0.9991745633	0.002285298869
265	0.9991745633	0.0022852975
266	0.9991745633	0.002285296093
267	0.9991745633	0.002285294441
268	0.9991745633	0.002285293035
269	0.9991745633	0.002285289495
270	0.9991745633	0.002285285956
271	0.9991745633	0.002197113953
272	0.9991745633	0.002197107748
273	0.9991745633	0.002197089501
274	0.9991745633	0.002197083905
275	0.9991745633	0.002197078316
276	0.9991745633	0.002197072735
277	0.9991745633	0.002197036417
278	0.9991745633	0.00219703375
279	0.9991745633	0.002197030975
280	0.9991745633	0.002197030975
281	0.9991745633	0.002197028202
282	0.9991745633	0.002197025431
283	0.9991745633	0.002197016397
284	0.9991745633	0.002197013631
285	0.9991745633	0.002197010866
286	0.9991745633	0.002197010866
287	0.9991745633	0.002197010866
288	0.9991745633	0.002197008104
289	0.9991745633	0.002197006778
290	0.9991745633	0.002197006778
291	0.9991745633	0.002197006778
292	0.9991745633	0.002197005452
293	0.9991745633	0.002197005452
294	0.9991745633	0.002197005452
295	0.9991745633	0.002197005452
296	0.9991745633	0.002197005452
297	0.9991745633	0.002197004127
298	0.9991745633	0.002196994511
299	0.9991745633	0.002196989004
300	0.9991745633	0.002196977951
301	0.9991745633	0.002196973749
302	0.9991745633	0.00219696279
303	0.9991745633	0.002196957293
304	0.9991745633	0.002196955982
305	0.9991745633	0.002196951205
306	0.9991745633	0.002196942238
307	0.9991745633	0.002196937467
308	0.9991745633	0.002196928513
309	0.9991745633	0.002196918971
310	0.9991745633	0.002196918971
311	0.9991745633	0.002196914212
312	0.9991745633	0.002196909456
313	0.9991745633	0.002196898609
314	0.9991745633	0.00219689731
315	0.9991745633	0.002196879218
316	0.9991745633	0.002196861167
317	0.9991745633	0.002196858915
318	0.9991745633	0.002196839997
319	0.9991745633	0.002196829259
320	0.9991745633	0.002196811538
321	0.9991745633	0.002196811538
322	0.9991745633	0.002196806193
323	0.9991745633	0.002196787362
324	0.9991745633	0.0021967847
325	0.9991745633	0.00219678204
326	0.9991745633	0.002196779487
327	0.9991745633	0.002196776812
328	0.9991745633	0.002196768008
329	0.9991745633	0.002196765461
330	0.9991745633	0.002196765461
331	0.9991745633	0.002196729813
332	0.9991745633	0.002196720479
333	0.9991745633	0.002196720479
334	0.9991745633	0.002196720479
335	0.9991745633	0.002196719161
336	0.9991745633	0.002196719161
337	0.9991745633	0.002196717843
338	0.9991745633	0.002196708524
339	0.9991745633	0.002196704155
340	0.9991745633	0.002196699496
341	0.9991745633	0.002196699496
342	0.9991745633	0.00219668941
343	0.9991745633	0.00219668505
344	0.9991745633	0.002196667376
345	0.9991745633	0.002196667376
346	0.9991745633	0.002196662734
347	0.9991745633	0.00219665347
348	0.9991745633	0.002196649128
349	0.9991745633	0.002196644788
350	0.9991745633	0.00219664045
351	0.9991745633	0.00219664045
352	0.9991745633	0.002196636115
353	0.9991745633	0.002196636115
354	0.9991745633	0.002196634813
355	0.9991745633	0.002196632499
356	0.9991745633	0.002196614033
357	0.9991745633	0.002196605259
358	0.9991745633	0.002196603962
359	0.9991745633	0.002196603962
360	0.9991745633	0.002196595198
361	0.9991745633	0.002196585999
362	0.9991745633	0.002196584706
363	0.9991745633	0.002196582121
364	0.9991745633	0.002196564888
365	0.9991745633	0.002196563651
366	0.9991745633	0.00219656147
367	0.9991745633	0.002196559174
368	0.9991745633	0.002196559174
369	0.9991745633	0.002196540849
370	0.9991745633	0.002196535712
371	0.9991745633	0.002196527135
372	0.9991745633	0.00219652201
373	0.9991745633	0.002196503769
374	0.9991745633	0.002196503769
375	0.9991745633	0.002196503769
376	0.9991745633	0.002196495097
377	0.9991745633	0.002196492547
378	0.9991745633	0.002196490412
379	0.9991745633	0.002196485859
380	0.9991745633	0.002196481444
381	0.9991745633	0.002196481444
382	0.9991745633	0.002196472363
383	0.9991745633	0.002196463293
384	0.9991745633	0.002196454776
385	0.9991745633	0.002196454776
386	0.9991745633	0.002196450521
387	0.9991745633	0.002196447987
388	0.9991745633	0.002196443736
389	0.9991745633	0.00219642651
390	0.9991745633	0.002196409564
391	0.9991745633	0.002196391526
392	0.9991745633	0.00219639032
393	0.9991745633	0.00219639032
394	0.9991745633	0.002196387981
395	0.9991745633	0.002196386776
396	0.9991745633	0.002196385572
397	0.9991745633	0.002196384367
398	0.9991745633	0.002196374334
399	0.9991745633	0.002196369534
400	0.9991745633	0.002196365262
401	0.9991745633	0.002196360267
402	0.9991745633	0.002196355483
403	0.9991745633	0.002196355483
404	0.9991745633	0.002196346517
405	0.9991745633	0.002196345323
406	0.9991745633	0.002196344131
407	0.9991745633	0.002196344131
408	0.9991745633	0.002196342938
409	0.9991745633	0.002196342938
410	0.9991745633	0.002196340808
411	0.9991745633	0.002196332012
412	0.9991745633	0.002196327758
413	0.9991745633	0.002196322752
414	0.9991745633	0.002196318562
415	0.9991745633	0.002196318562
416	0.9991745633	0.002196300733
417	0.9991745633	0.002196299548
418	0.9991745633	0.002196298364
419	0.9991745633	0.002196281061
420	0.9991745633	0.002196281061
421	0.9991745633	0.002196281061
422	0.9991745633	0.002196281061
423	0.9991745633	0.002196272166
424	0.9991745633	0.00219626373
425	0.9991745633	0.002196254853
426	0.9991745633	0.002196254853
427	0.9991745633	0.002196252398
428	0.9991745633	0.002196244081
429	0.9991745633	0.002196239181
430	0.9991745633	0.002196230878
431	0.9991745633	0.00219622599
432	0.9991745633	0.002196221309
433	0.9991745633	0.002196216635
434	0.9991745633	0.002196206805
435	0.9991745633	0.002196206805
436	0.9991745633	0.002196204353
437	0.9991745633	0.002196199947
438	0.9991745633	0.002196182343
439	0.9991745633	0.002196182343
440	0.9991745633	0.002196179925
441	0.9991745633	0.002196177608
442	0.9991745633	0.002196175168
443	0.9991745633	0.002196171043
444	0.9991745633	0.002196168982
445	0.9991745633	0.002196164597
446	0.9991745633	0.002196162537
447	0.9991745633	0.002196154204
448	0.9991745633	0.002196153
449	0.9991745633	0.002196151796
450	0.9991745633	0.00219614974
451	0.9991745633	0.002196148537
452	0.9991745633	0.002196144161
453	0.9991745633	0.002196141734
454	0.9991745633	0.002196141734
455	0.9991745633	0.002196133519
456	0.9991745633	0.002196125313
457	0.9991745633	0.002196125313
458	0.9991745633	0.002196124114
459	0.9991745633	0.002196122065
460	0.9991745633	0.002196119918
461	0.9991745633	0.00219611787
462	0.9991745633	0.002196113507
463	0.9991745633	0.002196105224
464	0.9991745633	0.00219610318
465	0.9991745633	0.002196101136
466	0.9991745633	0.002196099929
467	0.9991745633	0.002196095573
468	0.9991745633	0.002196090751
469	0.9991745633	0.0021960864
470	0.9991745633	0.002196081836
471	0.9991745633	0.002196077491
472	0.9991745633	0.002196077491
473	0.9991745633	0.002189503051
474	0.9991745633	0.002189502186
475	0.9991745633	0.002189500283
476	0.9991745633	0.002189496177
477	0.9991745633	0.002189496177
478	0.9991745633	0.002189496177
479	0.9991745633	0.00218949513
480	0.9991745633	0.002189491356
481	0.9991745633	0.002189491356
482	0.9991745633	0.002189487584
483	0.9991745633	0.002189485686
484	0.9991745633	0.002189485686
485	0.9991745633	0.002189481918
486	0.9991745633	0.002189478151
487	0.9991745633	0.002189470555
488	0.9991745633	0.00218946679
489	0.9991745633	0.00218946679
490	0.9991745633	0.002189465817
491	0.9991745633	0.002189463926
492	0.9991745633	0.002189460029
493	0.9991745633	0.00218945188
494	0.9991745633	0.00218945188
495	0.9991745633	0.002189444964
496	0.9991745633	0.002189443996
497	0.9991745633	0.002189443028
498	0.9991745633	0.002189427911
499	0.9991745633	0.002189427911
